Aluno: Vitor Allace Marques Costa		6 periodo - BCC 2023

PID	|	EXEC	|	TP	|	CP	|	NES	|	nCPU
0		10000		5026		5027		275		275
2		7000		5042		5043		274		274
2		7000		5049		5050		274		275
2		7000		5049		5050		275		275
5		8000		5045		5046		274		274
5		8000		5063		5064		274		275
5		8000		5063		5064		275		275
9		10000		5197		5198		274		274
9		10000		5202		5203		274		275
9		10000		5202		5203		275		275
0		10000		5026		5027		275		275
0		10000		5042		5043		275		276
0		10000		5042		5043		276		276
2		7000		5049		5050		275		275
2		7000		5068		5069		275		276
2		7000		5068		5069		276		276
5		8000		5063		5064		275		275
5		8000		5068		5069		275		276
5		8000		5068		5069		276		276
9		10000		5202		5203		275		275
9		10000		5242		5243		275		276
9		10000		5242		5243		276		276
0		10000		5042		5043		276		276
0		10000		5102		5103		276		277
0		10000		5102		5103		277		277
2		7000		5068		5069		276		276
2		7000		5104		5105		276		277
2		7000		5104		5105		277		277
5		8000		5068		5069		276		276
5		8000		5114		5115		276		277
5		8000		5114		5115		277		277
9		10000		5242		5243		276		276
9		10000		5266		5267		276		277
9		10000		5266		5267		277		277
0		10000		5102		5103		277		277
0		10000		5113		5114		277		278
0		10000		5113		5114		278		278
2		7000		5104		5105		277		277
2		7000		5139		5140		277		278
2		7000		5139		5140		278		278
5		8000		5114		5115		277		277
5		8000		5141		5142		277		278
5		8000		5141		5142		278		278
9		10000		5266		5267		277		277
9		10000		5269		5270		277		278
9		10000		5269		5270		278		278
0		10000		5113		5114		278		278
0		10000		5118		5119		278		279
0		10000		5118		5119		279		279
2		7000		5139		5140		278		278
2		7000		5205		5206		278		279
2		7000		5205		5206		279		279
5		8000		5141		5142		278		278
5		8000		5181		5182		278		279
5		8000		5181		5182		279		279
9		10000		5269		5270		278		278
9		10000		5309		5310		278		279
9		10000		5309		5310		279		279
0		10000		5118		5119		279		279
0		10000		5124		5125		279		280
0		10000		5124		5125		280		280
2		7000		5205		5206		279		279
2		7000		5208		5209		279		280
2		7000		5208		5209		280		280
5		8000		5181		5182		279		279
5		8000		5197		5198		279		280
5		8000		5197		5198		280		280
9		10000		5309		5310		279		279
9		10000		5312		5313		279		280
9		10000		5312		5313		280		280
0		10000		5124		5125		280		280
0		10000		5138		5139		280		281
0		10000		5138		5139		281		281
2		7000		5208		5209		280		280
2		7000		5211		5212		280		281
2		7000		5211		5212		281		281
5		8000		5197		5198		280		280
5		8000		5199		5200		280		281
5		8000		5199		5200		281		281
9		10000		5312		5313		280		280
9		10000		5320		5321		280		281
9		10000		5320		5321		281		281
0		10000		5138		5139		281		281
0		10000		5147		5148		281		282
0		10000		5147		5148		282		282
2		7000		5211		5212		281		281
2		7000		5217		5218		281		282
2		7000		5217		5218		282		282
5		8000		5199		5200		281		281
5		8000		5209		5210		281		282
5		8000		5209		5210		282		282
9		10000		5320		5321		281		281
9		10000		5354		5355		281		282
9		10000		5354		5355		282		282
0		10000		5147		5148		282		282
0		10000		5183		5184		282		283
0		10000		5183		5184		283		283
2		7000		5217		5218		282		282
2		7000		5246		5247		282		283
2		7000		5246		5247		283		283
5		8000		5209		5210		282		282
5		8000		5220		5221		282		283
5		8000		5220		5221		283		283
9		10000		5354		5355		282		282
9		10000		5359		5360		282		283
9		10000		5359		5360		283		283
0		10000		5183		5184		283		283
0		10000		5242		5243		283		284
0		10000		5242		5243		284		284
2		7000		5246		5247		283		283
2		7000		5251		5252		283		284
2		7000		5251		5252		284		284
5		8000		5220		5221		283		283
5		8000		5231		5232		283		284
5		8000		5231		5232		284		284
9		10000		5359		5360		283		283
9		10000		5379		5380		283		284
9		10000		5379		5380		284		284
0		10000		5242		5243		284		284
0		10000		5245		5246		284		285
0		10000		5245		5246		285		285
2		7000		5251		5252		284		284
2		7000		5257		5258		284		285
2		7000		5257		5258		285		285
5		8000		5231		5232		284		284
5		8000		5239		5240		284		285
5		8000		5239		5240		285		285
9		10000		5379		5380		284		284
9		10000		5431		5432		284		285
9		10000		5431		5432		285		285
0		10000		5245		5246		285		285
0		10000		5280		5281		285		286
0		10000		5280		5281		286		286
2		7000		5257		5258		285		285
2		7000		5261		5262		285		286
2		7000		5261		5262		286		286
5		8000		5239		5240		285		285
5		8000		5284		5285		285		286
5		8000		5284		5285		286		286
9		10000		5431		5432		285		285
9		10000		5447		5448		285		286
9		10000		5447		5448		286		286
0		10000		5280		5281		286		286
0		10000		5289		5290		286		287
0		10000		5289		5290		287		287
2		7000		5261		5262		286		286
2		7000		5277		5278		286		287
2		7000		5277		5278		287		287
5		8000		5284		5285		286		286
5		8000		5300		5301		286		287
5		8000		5300		5301		287		287
9		10000		5447		5448		286		286
9		10000		5455		5456		286		287
9		10000		5455		5456		287		287
0		10000		5289		5290		287		287
0		10000		5291		5292		287		288
0		10000		5291		5292		288		288
2		7000		5277		5278		287		287
2		7000		5299		5300		287		288
2		7000		5299		5300		288		288
5		8000		5300		5301		287		287
5		8000		5307		5308		287		288
5		8000		5307		5308		288		288
9		10000		5455		5456		287		287
9		10000		5464		5465		287		288
9		10000		5464		5465		288		288
0		10000		5291		5292		288		288
0		10000		5313		5314		288		289
0		10000		5313		5314		289		289
2		7000		5299		5300		288		288
2		7000		5317		5318		288		289
2		7000		5317		5318		289		289
5		8000		5307		5308		288		288
5		8000		5316		5317		288		289
5		8000		5316		5317		289		289
9		10000		5464		5465		288		288
9		10000		5484		5485		288		289
9		10000		5484		5485		289		289
0		10000		5313		5314		289		289
0		10000		5317		5318		289		290
0		10000		5317		5318		290		290
2		7000		5317		5318		289		289
2		7000		5319		5320		289		290
2		7000		5319		5320		290		290
5		8000		5316		5317		289		289
5		8000		5327		5328		289		290
5		8000		5327		5328		290		290
9		10000		5484		5485		289		289
9		10000		5489		5490		289		290
9		10000		5489		5490		290		290
0		10000		5317		5318		290		290
0		10000		5320		5321		290		291
0		10000		5320		5321		291		291
2		7000		5319		5320		290		290
2		7000		5331		5332		290		291
2		7000		5331		5332		291		291
5		8000		5327		5328		290		290
5		8000		5348		5349		290		291
5		8000		5348		5349		291		291
9		10000		5489		5490		290		290
9		10000		5509		5510		290		291
9		10000		5509		5510		291		291
0		10000		5320		5321		291		291
0		10000		5338		5339		291		292
0		10000		5338		5339		292		292
2		7000		5331		5332		291		291
2		7000		5339		5340		291		292
2		7000		5339		5340		292		292
5		8000		5348		5349		291		291
5		8000		5365		5366		291		292
5		8000		5365		5366		292		292
9		10000		5509		5510		291		291
9		10000		5517		5518		291		292
9		10000		5517		5518		292		292
0		10000		5338		5339		292		292
0		10000		5344		5345		292		293
0		10000		5344		5345		293		293
2		7000		5339		5340		292		292
2		7000		5362		5363		292		293
2		7000		5362		5363		293		293
5		8000		5365		5366		292		292
5		8000		5377		5378		292		293
5		8000		5377		5378		293		293
9		10000		5517		5518		292		292
9		10000		5532		5533		292		293
9		10000		5532		5533		293		293
0		10000		5344		5345		293		293
0		10000		5396		5397		293		294
0		10000		5396		5397		294		294
2		7000		5362		5363		293		293
2		7000		5374		5375		293		294
2		7000		5374		5375		294		294
5		8000		5377		5378		293		293
5		8000		5493		5494		293		294
5		8000		5493		5494		294		294
9		10000		5532		5533		293		293
9		10000		5537		5538		293		294
9		10000		5537		5538		294		294
0		10000		5396		5397		294		294
0		10000		5403		5404		294		295
0		10000		5403		5404		295		295
2		7000		5374		5375		294		294
2		7000		5379		5380		294		295
2		7000		5379		5380		295		295
5		8000		5493		5494		294		294
5		8000		5522		5523		294		295
5		8000		5522		5523		295		295
9		10000		5537		5538		294		294
9		10000		5544		5545		294		295
9		10000		5544		5545		295		295
0		10000		5403		5404		295		295
0		10000		5440		5441		295		296
0		10000		5440		5441		296		296
2		7000		5379		5380		295		295
2		7000		5388		5389		295		296
2		7000		5388		5389		296		296
5		8000		5522		5523		295		295
5		8000		5534		5535		295		296
5		8000		5534		5535		296		296
9		10000		5544		5545		295		295
9		10000		5564		5565		295		296
9		10000		5564		5565		296		296
0		10000		5440		5441		296		296
0		10000		5442		5443		296		297
0		10000		5442		5443		297		297
2		7000		5388		5389		296		296
2		7000		5401		5402		296		297
2		7000		5401		5402		297		297
5		8000		5534		5535		296		296
5		8000		5555		5556		296		297
5		8000		5555		5556		297		297
9		10000		5564		5565		296		296
9		10000		5573		5574		296		297
9		10000		5573		5574		297		297
0		10000		5442		5443		297		297
0		10000		5460		5461		297		298
0		10000		5460		5461		298		298
2		7000		5401		5402		297		297
2		7000		5421		5422		297		298
2		7000		5421		5422		298		298
5		8000		5555		5556		297		297
5		8000		5570		5571		297		298
5		8000		5570		5571		298		298
9		10000		5573		5574		297		297
9		10000		5708		5709		297		298
9		10000		5708		5709		298		298
0		10000		5460		5461		298		298
0		10000		5463		5464		298		299
0		10000		5463		5464		299		299
2		7000		5421		5422		298		298
2		7000		5446		5447		298		299
2		7000		5446		5447		299		299
5		8000		5570		5571		298		298
5		8000		5588		5589		298		299
5		8000		5588		5589		299		299
9		10000		5708		5709		298		298
9		10000		5725		5726		298		299
9		10000		5725		5726		299		299
0		10000		5463		5464		299		299
0		10000		5473		5474		299		300
0		10000		5473		5474		300		300
2		7000		5446		5447		299		299
2		7000		5468		5469		299		300
2		7000		5468		5469		300		300
5		8000		5588		5589		299		299
5		8000		5595		5596		299		300
5		8000		5595		5596		300		300
9		10000		5725		5726		299		299
9		10000		5742		5743		299		300
9		10000		5742		5743		300		300
0		10000		5473		5474		300		300
0		10000		5510		5511		300		301
0		10000		5510		5511		301		301
2		7000		5468		5469		300		300
2		7000		5474		5475		300		301
2		7000		5474		5475		301		301
5		8000		5595		5596		300		300
5		8000		5600		5601		300		301
5		8000		5600		5601		301		301
9		10000		5742		5743		300		300
9		10000		5771		5772		300		301
9		10000		5771		5772		301		301
0		10000		5510		5511		301		301
0		10000		5520		5521		301		302
0		10000		5520		5521		302		302
2		7000		5474		5475		301		301
2		7000		5484		5485		301		302
2		7000		5484		5485		302		302
5		8000		5600		5601		301		301
5		8000		5603		5604		301		302
5		8000		5603		5604		302		302
9		10000		5771		5772		301		301
9		10000		5783		5784		301		302
9		10000		5783		5784		302		302
0		10000		5520		5521		302		302
0		10000		5534		5535		302		303
0		10000		5534		5535		303		303
2		7000		5484		5485		302		302
2		7000		5489		5490		302		303
2		7000		5489		5490		303		303
5		8000		5603		5604		302		302
5		8000		5606		5607		302		303
5		8000		5606		5607		303		303
9		10000		5783		5784		302		302
9		10000		5830		5831		302		303
9		10000		5830		5831		303		303
0		10000		5534		5535		303		303
0		10000		5542		5543		303		304
0		10000		5542		5543		304		304
2		7000		5489		5490		303		303
2		7000		5504		5505		303		304
2		7000		5504		5505		304		304
5		8000		5606		5607		303		303
5		8000		5619		5620		303		304
5		8000		5619		5620		304		304
9		10000		5830		5831		303		303
9		10000		5863		5864		303		304
9		10000		5863		5864		304		304
0		10000		5542		5543		304		304
0		10000		5554		5555		304		305
0		10000		5554		5555		305		305
2		7000		5504		5505		304		304
2		7000		5512		5513		304		305
2		7000		5512		5513		305		305
5		8000		5619		5620		304		304
5		8000		5629		5630		304		305
5		8000		5629		5630		305		305
9		10000		5863		5864		304		304
9		10000		5866		5867		304		305
9		10000		5866		5867		305		305
0		10000		5554		5555		305		305
0		10000		5556		5557		305		306
0		10000		5556		5557		306		306
2		7000		5512		5513		305		305
2		7000		5546		5547		305		306
2		7000		5546		5547		306		306
5		8000		5629		5630		305		305
5		8000		5632		5633		305		306
5		8000		5632		5633		306		306
9		10000		5866		5867		305		305
9		10000		5871		5872		305		306
9		10000		5871		5872		306		306
0		10000		5556		5557		306		306
0		10000		5562		5563		306		307
0		10000		5562		5563		307		307
2		7000		5546		5547		306		306
2		7000		5554		5555		306		307
2		7000		5554		5555		307		307
5		8000		5632		5633		306		306
5		8000		5688		5689		306		307
5		8000		5688		5689		307		307
9		10000		5871		5872		306		306
9		10000		5881		5882		306		307
9		10000		5881		5882		307		307
0		10000		5562		5563		307		307
0		10000		5604		5605		307		308
0		10000		5604		5605		308		308
2		7000		5554		5555		307		307
2		7000		5571		5572		307		308
2		7000		5571		5572		308		308
5		8000		5688		5689		307		307
5		8000		5698		5699		307		308
5		8000		5698		5699		308		308
9		10000		5881		5882		307		307
9		10000		5883		5884		307		308
9		10000		5883		5884		308		308
0		10000		5604		5605		308		308
0		10000		5632		5633		308		309
0		10000		5632		5633		309		309
2		7000		5571		5572		308		308
2		7000		5587		5588		308		309
2		7000		5587		5588		309		309
5		8000		5698		5699		308		308
5		8000		5701		5702		308		309
5		8000		5701		5702		309		309
9		10000		5883		5884		308		308
9		10000		5886		5887		308		309
9		10000		5886		5887		309		309
0		10000		5632		5633		309		309
0		10000		5660		5661		309		310
0		10000		5660		5661		310		310
2		7000		5587		5588		309		309
2		7000		5606		5607		309		310
2		7000		5606		5607		310		310
5		8000		5701		5702		309		309
5		8000		5706		5707		309		310
5		8000		5706		5707		310		310
9		10000		5886		5887		309		309
9		10000		5901		5902		309		310
9		10000		5901		5902		310		310
0		10000		5660		5661		310		310
0		10000		5662		5663		310		311
0		10000		5662		5663		311		311
2		7000		5606		5607		310		310
2		7000		5608		5609		310		311
2		7000		5608		5609		311		311
5		8000		5706		5707		310		310
5		8000		5708		5709		310		311
5		8000		5708		5709		311		311
9		10000		5901		5902		310		310
9		10000		5939		5940		310		311
9		10000		5939		5940		311		311
0		10000		5662		5663		311		311
0		10000		5679		5680		311		312
0		10000		5679		5680		312		312
2		7000		5608		5609		311		311
2		7000		5610		5611		311		312
2		7000		5610		5611		312		312
5		8000		5708		5709		311		311
5		8000		5723		5724		311		312
5		8000		5723		5724		312		312
9		10000		5939		5940		311		311
9		10000		5962		5963		311		312
9		10000		5962		5963		312		312
0		10000		5679		5680		312		312
0		10000		5696		5697		312		313
0		10000		5696		5697		313		313
2		7000		5610		5611		312		312
2		7000		5617		5618		312		313
2		7000		5617		5618		313		313
5		8000		5723		5724		312		312
5		8000		5748		5749		312		313
5		8000		5748		5749		313		313
9		10000		5962		5963		312		312
9		10000		5964		5965		312		313
9		10000		5964		5965		313		313
0		10000		5696		5697		313		313
0		10000		5705		5706		313		314
0		10000		5705		5706		314		314
2		7000		5617		5618		313		313
2		7000		5640		5641		313		314
2		7000		5640		5641		314		314
5		8000		5748		5749		313		313
5		8000		5774		5775		313		314
5		8000		5774		5775		314		314
9		10000		5964		5965		313		313
9		10000		5969		5970		313		314
9		10000		5969		5970		314		314
0		10000		5705		5706		314		314
0		10000		5710		5711		314		315
0		10000		5710		5711		315		315
2		7000		5640		5641		314		314
2		7000		5642		5643		314		315
2		7000		5642		5643		315		315
5		8000		5774		5775		314		314
5		8000		5777		5778		314		315
5		8000		5777		5778		315		315
9		10000		5969		5970		314		314
9		10000		5974		5975		314		315
9		10000		5974		5975		315		315
0		10000		5710		5711		315		315
0		10000		5715		5716		315		316
0		10000		5715		5716		316		316
2		7000		5642		5643		315		315
2		7000		5647		5648		315		316
2		7000		5647		5648		316		316
5		8000		5777		5778		315		315
5		8000		5808		5809		315		316
5		8000		5808		5809		316		316
9		10000		5974		5975		315		315
9		10000		5981		5982		315		316
9		10000		5981		5982		316		316
0		10000		5715		5716		316		316
0		10000		5718		5719		316		317
0		10000		5718		5719		317		317
2		7000		5647		5648		316		316
2		7000		5653		5654		316		317
2		7000		5653		5654		317		317
5		8000		5808		5809		316		316
5		8000		5820		5821		316		317
5		8000		5820		5821		317		317
9		10000		5981		5982		316		316
9		10000		6016		6017		316		317
9		10000		6016		6017		317		317
0		10000		5718		5719		317		317
0		10000		5725		5726		317		318
0		10000		5725		5726		318		318
2		7000		5653		5654		317		317
2		7000		5676		5677		317		318
2		7000		5676		5677		318		318
5		8000		5820		5821		317		317
5		8000		5827		5828		317		318
5		8000		5827		5828		318		318
9		10000		6016		6017		317		317
9		10000		6029		6030		317		318
9		10000		6029		6030		318		318
0		10000		5725		5726		318		318
0		10000		5737		5738		318		319
0		10000		5737		5738		319		319
2		7000		5676		5677		318		318
2		7000		5685		5686		318		319
2		7000		5685		5686		319		319
5		8000		5827		5828		318		318
5		8000		5872		5873		318		319
5		8000		5872		5873		319		319
9		10000		6029		6030		318		318
9		10000		6044		6045		318		319
9		10000		6044		6045		319		319
0		10000		5737		5738		319		319
0		10000		5758		5759		319		320
0		10000		5758		5759		320		320
2		7000		5685		5686		319		319
2		7000		5695		5696		319		320
2		7000		5695		5696		320		320
5		8000		5872		5873		319		319
5		8000		5881		5882		319		320
5		8000		5881		5882		320		320
9		10000		6044		6045		319		319
9		10000		6117		6118		319		320
9		10000		6117		6118		320		320
0		10000		5758		5759		320		320
0		10000		5763		5764		320		321
0		10000		5763		5764		321		321
2		7000		5695		5696		320		320
2		7000		5716		5717		320		321
2		7000		5716		5717		321		321
5		8000		5881		5882		320		320
5		8000		5894		5895		320		321
5		8000		5894		5895		321		321
9		10000		6117		6118		320		320
9		10000		6122		6123		320		321
9		10000		6122		6123		321		321
0		10000		5763		5764		321		321
0		10000		5781		5782		321		322
0		10000		5781		5782		322		322
2		7000		5716		5717		321		321
2		7000		5747		5748		321		322
2		7000		5747		5748		322		322
5		8000		5894		5895		321		321
5		8000		5960		5961		321		322
5		8000		5960		5961		322		322
9		10000		6122		6123		321		321
9		10000		6142		6143		321		322
9		10000		6142		6143		322		322
0		10000		5781		5782		322		322
0		10000		5786		5787		322		323
0		10000		5786		5787		323		323
2		7000		5747		5748		322		322
2		7000		5760		5761		322		323
2		7000		5760		5761		323		323
5		8000		5960		5961		322		322
5		8000		5966		5967		322		323
5		8000		5966		5967		323		323
9		10000		6142		6143		322		322
9		10000		6148		6149		322		323
9		10000		6148		6149		323		323
0		10000		5786		5787		323		323
0		10000		5799		5800		323		324
0		10000		5799		5800		324		324
2		7000		5760		5761		323		323
2		7000		5777		5778		323		324
2		7000		5777		5778		324		324
5		8000		5966		5967		323		323
5		8000		5998		5999		323		324
5		8000		5998		5999		324		324
9		10000		6148		6149		323		323
9		10000		6157		6158		323		324
9		10000		6157		6158		324		324
0		10000		5799		5800		324		324
0		10000		5833		5834		324		325
0		10000		5833		5834		325		325
2		7000		5777		5778		324		324
2		7000		5820		5821		324		325
2		7000		5820		5821		325		325
5		8000		5998		5999		324		324
5		8000		6005		6006		324		325
5		8000		6005		6006		325		325
9		10000		6157		6158		324		324
9		10000		6164		6165		324		325
9		10000		6164		6165		325		325
0		10000		5833		5834		325		325
0		10000		5838		5839		325		326
0		10000		5838		5839		326		326
2		7000		5820		5821		325		325
2		7000		5843		5844		325		326
2		7000		5843		5844		326		326
5		8000		6005		6006		325		325
5		8000		6034		6035		325		326
5		8000		6034		6035		326		326
9		10000		6164		6165		325		325
9		10000		6169		6170		325		326
9		10000		6169		6170		326		326
0		10000		5838		5839		326		326
0		10000		5867		5868		326		327
0		10000		5867		5868		327		327
2		7000		5843		5844		326		326
2		7000		5847		5848		326		327
2		7000		5847		5848		327		327
5		8000		6034		6035		326		326
5		8000		6062		6063		326		327
5		8000		6062		6063		327		327
9		10000		6169		6170		326		326
9		10000		6230		6231		326		327
9		10000		6230		6231		327		327
0		10000		5867		5868		327		327
0		10000		5882		5883		327		328
0		10000		5882		5883		328		328
2		7000		5847		5848		327		327
2		7000		5852		5853		327		328
2		7000		5852		5853		328		328
5		8000		6062		6063		327		327
5		8000		6070		6071		327		328
5		8000		6070		6071		328		328
9		10000		6230		6231		327		327
9		10000		6252		6253		327		328
9		10000		6252		6253		328		328
0		10000		5882		5883		328		328
0		10000		5890		5891		328		329
0		10000		5890		5891		329		329
2		7000		5852		5853		328		328
2		7000		5861		5862		328		329
2		7000		5861		5862		329		329
5		8000		6070		6071		328		328
5		8000		6122		6123		328		329
5		8000		6122		6123		329		329
9		10000		6252		6253		328		328
9		10000		6261		6262		328		329
9		10000		6261		6262		329		329
0		10000		5890		5891		329		329
0		10000		5902		5903		329		330
0		10000		5902		5903		330		330
2		7000		5861		5862		329		329
2		7000		5869		5870		329		330
2		7000		5869		5870		330		330
5		8000		6122		6123		329		329
5		8000		6125		6126		329		330
5		8000		6125		6126		330		330
9		10000		6261		6262		329		329
9		10000		6281		6282		329		330
9		10000		6281		6282		330		330
0		10000		5902		5903		330		330
0		10000		5925		5926		330		331
0		10000		5925		5926		331		331
2		7000		5869		5870		330		330
2		7000		5881		5882		330		331
2		7000		5881		5882		331		331
5		8000		6125		6126		330		330
5		8000		6129		6130		330		331
5		8000		6129		6130		331		331
9		10000		6281		6282		330		330
9		10000		6310		6311		330		331
9		10000		6310		6311		331		331
0		10000		5925		5926		331		331
0		10000		5941		5942		331		332
0		10000		5941		5942		332		332
2		7000		5881		5882		331		331
2		7000		5886		5887		331		332
2		7000		5886		5887		332		332
5		8000		6129		6130		331		331
5		8000		6169		6170		331		332
5		8000		6169		6170		332		332
9		10000		6310		6311		331		331
9		10000		6330		6331		331		332
9		10000		6330		6331		332		332
0		10000		5941		5942		332		332
0		10000		5966		5967		332		333
0		10000		5966		5967		333		333
2		7000		5886		5887		332		332
2		7000		5899		5900		332		333
2		7000		5899		5900		333		333
5		8000		6169		6170		332		332
5		8000		6172		6173		332		333
5		8000		6172		6173		333		333
9		10000		6330		6331		332		332
9		10000		6333		6334		332		333
9		10000		6333		6334		333		333
0		10000		5966		5967		333		333
0		10000		5984		5985		333		334
0		10000		5984		5985		334		334
2		7000		5899		5900		333		333
2		7000		5911		5912		333		334
2		7000		5911		5912		334		334
5		8000		6172		6173		333		333
5		8000		6177		6178		333		334
5		8000		6177		6178		334		334
9		10000		6333		6334		333		333
9		10000		6335		6336		333		334
9		10000		6335		6336		334		334
0		10000		5984		5985		334		334
0		10000		6023		6024		334		335
0		10000		6023		6024		335		335
2		7000		5911		5912		334		334
2		7000		5953		5954		334		335
2		7000		5953		5954		335		335
5		8000		6177		6178		334		334
5		8000		6204		6205		334		335
5		8000		6204		6205		335		335
9		10000		6335		6336		334		334
9		10000		6345		6346		334		335
9		10000		6345		6346		335		335
0		10000		6023		6024		335		335
0		10000		6027		6028		335		336
0		10000		6027		6028		336		336
2		7000		5953		5954		335		335
2		7000		5970		5971		335		336
2		7000		5970		5971		336		336
5		8000		6204		6205		335		335
5		8000		6229		6230		335		336
5		8000		6229		6230		336		336
9		10000		6345		6346		335		335
9		10000		6347		6348		335		336
9		10000		6347		6348		336		336
0		10000		6027		6028		336		336
0		10000		6044		6045		336		337
0		10000		6044		6045		337		337
2		7000		5970		5971		336		336
2		7000		5973		5974		336		337
2		7000		5973		5974		337		337
5		8000		6229		6230		336		336
5		8000		6237		6238		336		337
5		8000		6237		6238		337		337
9		10000		6347		6348		336		336
9		10000		6358		6359		336		337
9		10000		6358		6359		337		337
0		10000		6044		6045		337		337
0		10000		6056		6057		337		338
0		10000		6056		6057		338		338
2		7000		5973		5974		337		337
2		7000		5993		5994		337		338
2		7000		5993		5994		338		338
5		8000		6237		6238		337		337
5		8000		6279		6280		337		338
5		8000		6279		6280		338		338
9		10000		6358		6359		337		337
9		10000		6371		6372		337		338
9		10000		6371		6372		338		338
0		10000		6056		6057		338		338
0		10000		6068		6069		338		339
0		10000		6068		6069		339		339
2		7000		5993		5994		338		338
2		7000		5998		5999		338		339
2		7000		5998		5999		339		339
5		8000		6279		6280		338		338
5		8000		6290		6291		338		339
5		8000		6290		6291		339		339
9		10000		6371		6372		338		338
9		10000		6382		6383		338		339
9		10000		6382		6383		339		339
0		10000		6068		6069		339		339
0		10000		6090		6091		339		340
0		10000		6090		6091		340		340
2		7000		5998		5999		339		339
2		7000		6003		6004		339		340
2		7000		6003		6004		340		340
5		8000		6290		6291		339		339
5		8000		6323		6324		339		340
5		8000		6323		6324		340		340
9		10000		6382		6383		339		339
9		10000		6386		6387		339		340
9		10000		6386		6387		340		340
0		10000		6090		6091		340		340
0		10000		6093		6094		340		341
0		10000		6093		6094		341		341
2		7000		6003		6004		340		340
2		7000		6008		6009		340		341
2		7000		6008		6009		341		341
5		8000		6323		6324		340		340
5		8000		6332		6333		340		341
5		8000		6332		6333		341		341
9		10000		6386		6387		340		340
9		10000		6394		6395		340		341
9		10000		6394		6395		341		341
0		10000		6093		6094		341		341
0		10000		6099		6100		341		342
0		10000		6099		6100		342		342
2		7000		6008		6009		341		341
2		7000		6016		6017		341		342
2		7000		6016		6017		342		342
5		8000		6332		6333		341		341
5		8000		6348		6349		341		342
5		8000		6348		6349		342		342
9		10000		6394		6395		341		341
9		10000		6423		6424		341		342
9		10000		6423		6424		342		342
0		10000		6099		6100		342		342
0		10000		6224		6225		342		343
0		10000		6224		6225		343		343
2		7000		6016		6017		342		342
2		7000		6023		6024		342		343
2		7000		6023		6024		343		343
5		8000		6348		6349		342		342
5		8000		6356		6357		342		343
5		8000		6356		6357		343		343
9		10000		6423		6424		342		342
9		10000		6434		6435		342		343
9		10000		6434		6435		343		343
0		10000		6224		6225		343		343
0		10000		6228		6229		343		344
0		10000		6228		6229		344		344
2		7000		6023		6024		343		343
2		7000		6044		6045		343		344
2		7000		6044		6045		344		344
5		8000		6356		6357		343		343
5		8000		6362		6363		343		344
5		8000		6362		6363		344		344
9		10000		6434		6435		343		343
9		10000		6442		6443		343		344
9		10000		6442		6443		344		344
0		10000		6228		6229		344		344
0		10000		6233		6234		344		345
0		10000		6233		6234		345		345
2		7000		6044		6045		344		344
2		7000		6063		6064		344		345
2		7000		6063		6064		345		345
5		8000		6362		6363		344		344
5		8000		6364		6365		344		345
5		8000		6364		6365		345		345
9		10000		6442		6443		344		344
9		10000		6473		6474		344		345
9		10000		6473		6474		345		345
0		10000		6233		6234		345		345
0		10000		6252		6253		345		346
0		10000		6252		6253		346		346
2		7000		6063		6064		345		345
2		7000		6067		6068		345		346
2		7000		6067		6068		346		346
5		8000		6364		6365		345		345
5		8000		6395		6396		345		346
5		8000		6395		6396		346		346
9		10000		6473		6474		345		345
9		10000		6483		6484		345		346
9		10000		6483		6484		346		346
0		10000		6252		6253		346		346
0		10000		6268		6269		346		347
0		10000		6268		6269		347		347
2		7000		6067		6068		346		346
2		7000		6099		6100		346		347
2		7000		6099		6100		347		347
5		8000		6395		6396		346		346
5		8000		6418		6419		346		347
5		8000		6418		6419		347		347
9		10000		6483		6484		346		346
9		10000		6493		6494		346		347
9		10000		6493		6494		347		347
0		10000		6268		6269		347		347
0		10000		6287		6288		347		348
0		10000		6287		6288		348		348
2		7000		6099		6100		347		347
2		7000		6112		6113		347		348
2		7000		6112		6113		348		348
5		8000		6418		6419		347		347
5		8000		6423		6424		347		348
5		8000		6423		6424		348		348
9		10000		6493		6494		347		347
9		10000		6501		6502		347		348
9		10000		6501		6502		348		348
0		10000		6287		6288		348		348
0		10000		6297		6298		348		349
0		10000		6297		6298		349		349
2		7000		6112		6113		348		348
2		7000		6126		6127		348		349
2		7000		6126		6127		349		349
5		8000		6423		6424		348		348
5		8000		6507		6508		348		349
5		8000		6507		6508		349		349
9		10000		6501		6502		348		348
9		10000		6513		6514		348		349
9		10000		6513		6514		349		349
0		10000		6297		6298		349		349
0		10000		6326		6327		349		350
0		10000		6326		6327		350		350
2		7000		6126		6127		349		349
2		7000		6141		6142		349		350
2		7000		6141		6142		350		350
5		8000		6507		6508		349		349
5		8000		6531		6532		349		350
5		8000		6531		6532		350		350
9		10000		6513		6514		349		349
9		10000		6547		6548		349		350
9		10000		6547		6548		350		350
0		10000		6326		6327		350		350
0		10000		6396		6397		350		351
0		10000		6396		6397		351		351
2		7000		6141		6142		350		350
2		7000		6149		6150		350		351
2		7000		6149		6150		351		351
5		8000		6531		6532		350		350
5		8000		6550		6551		350		351
5		8000		6550		6551		351		351
9		10000		6547		6548		350		350
9		10000		6549		6550		350		351
9		10000		6549		6550		351		351
0		10000		6396		6397		351		351
0		10000		6402		6403		351		352
0		10000		6402		6403		352		352
2		7000		6149		6150		351		351
2		7000		6175		6176		351		352
2		7000		6175		6176		352		352
5		8000		6550		6551		351		351
